source,title,author,detail_link
project_gutenberg,Furze the Cruel,John Trevena,https://www.gutenberg.org/ebooks/34543
project_gutenberg,A Personal Record,Joseph Conrad,https://www.gutenberg.org/ebooks/687
project_gutenberg,"Bentley's Miscellany, Volume I",Various,https://www.gutenberg.org/ebooks/44578
project_gutenberg,You Never Can Tell,Bernard Shaw,https://www.gutenberg.org/ebooks/2175
project_gutenberg,East Lynne,Mrs. Henry Wood,https://www.gutenberg.org/ebooks/3322
project_gutenberg,The Magic World,E. Nesbit,https://www.gutenberg.org/ebooks/27903
project_gutenberg,"Merrie England in the Olden Time, Vol. 1",George Daniel,https://www.gutenberg.org/ebooks/46331
project_gutenberg,Roundabout Papers,William Makepeace Thackeray,https://www.gutenberg.org/ebooks/2608
project_gutenberg,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 18",Robert Louis Stevenson,https://www.gutenberg.org/ebooks/31557
project_gutenberg,"The Romance of the Forest, interspersed with some pieces of poetry.",Ann Ward Radcliffe,https://www.gutenberg.org/ebooks/64701
project_gutenberg,Lives of the English Poets,Samuel Johnson,https://www.gutenberg.org/ebooks/4678
project_gutenberg,"Plays, written by Sir John Vanbrugh, volume the first",John Vanbrugh,https://www.gutenberg.org/ebooks/51113
project_gutenberg,An Unsocial Socialist,Bernard Shaw,https://www.gutenberg.org/ebooks/1654
project_gutenberg,Memoirs of Joseph Grimaldi,Joseph Grimaldi,https://www.gutenberg.org/ebooks/46709
project_gutenberg,A Book of Old Ballads — Complete,,https://www.gutenberg.org/ebooks/7535
project_gutenberg,"His other self [Night watches, Part 10.]",W. W. Jacobs,https://www.gutenberg.org/ebooks/12160
project_gutenberg,The Countess Cathleen,W. B. Yeats,https://www.gutenberg.org/ebooks/5167
project_gutenberg,When the Sleeper Wakes,H. G. Wells,https://www.gutenberg.org/ebooks/775
project_gutenberg,"The History of Henry Esmond, Esq., a Colonel in the Service of Her Majesty Queen Anne",William Makepeace Thackeray,https://www.gutenberg.org/ebooks/2511
project_gutenberg,"Felix Holt, the Radical",George Eliot,https://www.gutenberg.org/ebooks/40882
project_gutenberg,In the Cage,Henry James,https://www.gutenberg.org/ebooks/1144
project_gutenberg,The Divine Lady: A Romance of Nelson and Emma Hamilton,L. Adams Beck,https://www.gutenberg.org/ebooks/65312
project_gutenberg,"A Christmas Carol; Or, The Miser's Warning!",Charles Dickens and C. Z. Barnett,https://www.gutenberg.org/ebooks/41739
project_gutenberg,The Shepheard's Calender: Twelve Aeglogues Proportionable to the Twelve Monethes,Edmund Spenser,https://www.gutenberg.org/ebooks/42607
project_gutenberg,The Letters of Robert Louis Stevenson — Volume 1,Robert Louis Stevenson,https://www.gutenberg.org/ebooks/622
project_gutenberg,Chaucer for Children: A Golden Key,Geoffrey Chaucer,https://www.gutenberg.org/ebooks/43984
project_gutenberg,William Shakespeare: A Critical Study,Georg Brandes,https://www.gutenberg.org/ebooks/50724
project_gutenberg,"Selections from Early Middle English, 1130-1250. Part 2: Notes",,https://www.gutenberg.org/ebooks/43555
project_gutenberg,Samuel Richardson's Introduction to Pamela,Samuel Richardson,https://www.gutenberg.org/ebooks/24860
project_gutenberg,Memoirs of a Midget,,https://www.gutenberg.org/ebooks/39122
project_gutenberg,"Addie's Husband; or, Through clouds to sunshine",Mrs. Gordon Smythies,https://www.gutenberg.org/ebooks/49806
project_gutenberg,"Zuleika Dobson; Or, An Oxford Love Story",Sir Max Beerbohm,https://www.gutenberg.org/ebooks/1845
project_gutenberg,Women Novelists of Queen Victoria's Reign: A Book of Appreciations,"Edna Lyall, Charlotte M. Yonge, Mrs. Oliphant, E. Lynn Linton, Mrs. Alexander, Adeline Sergeant, Emma Marshall, Louisa Parr, and Katharine S. Macquoid",https://www.gutenberg.org/ebooks/36641
project_gutenberg,Verses 1889-1896,Rudyard Kipling,https://www.gutenberg.org/ebooks/323
project_gutenberg,"Punch, or the London Charivari, Vol. 146, March 11, 1914",Various,https://www.gutenberg.org/ebooks/23726
project_gutenberg,Poems of Gerard Manley Hopkins,Gerard Manley Hopkins,https://www.gutenberg.org/ebooks/22403
project_gutenberg,The Works of William Shakespeare [Cambridge Edition] [Vol. 3 of 9],William Shakespeare,https://www.gutenberg.org/ebooks/50559
project_gutenberg,"The Paston Letters, A.D. 1422-1509. Volume 5 (of 6)",,https://www.gutenberg.org/ebooks/42239
project_gutenberg,"The Works of Alexander Pope, Volume 2 (of 10)",Alexander Pope,https://www.gutenberg.org/ebooks/43271
project_gutenberg,"The Moon Hoax :  Or, A Discovery that the Moon has a Vast Population of Human Beings",Richard Adams Locke,https://www.gutenberg.org/ebooks/62779
project_gutenberg,Discoveries Made Upon Men and Matter and Some Poems,Ben Jonson,https://www.gutenberg.org/ebooks/5134
project_gutenberg,"The Traditional Games of England, Scotland, and Ireland (Vol 2 of 2)",Alice Bertha Gomme,https://www.gutenberg.org/ebooks/41728
project_gutenberg,Under the Red Dragon: A Novel,James Grant,https://www.gutenberg.org/ebooks/53874
project_gutenberg,Pagan Papers,Kenneth Grahame,https://www.gutenberg.org/ebooks/5319
project_gutenberg,"The Story of Peter Pan, Retold from the fairy play by Sir James Barrie",J. M. Barrie and Daniel O'Connor,https://www.gutenberg.org/ebooks/39755
project_gutenberg,"Blackwood's Edinburgh Magazine — Volume 53, No. 329, March, 1843",Various,https://www.gutenberg.org/ebooks/12761
project_gutenberg,"A Brief History of the English Language and Literature, Vol. 2",J. M. D. Meiklejohn,https://www.gutenberg.org/ebooks/21665
project_gutenberg,Shakespeare's Roman plays and their background,Sir Mungo William MacCallum,https://www.gutenberg.org/ebooks/69937
project_gutenberg,The blood of the vampire,Florence Marryat,https://www.gutenberg.org/ebooks/68277
project_gutenberg,"Letters of the Late Ignatius Sancho, an African",Ignatius Sancho,https://www.gutenberg.org/ebooks/66908
project_gutenberg,"Lucy Maud Montgomery Short Stories, 1904",L. M. Montgomery,https://www.gutenberg.org/ebooks/24875
project_gutenberg,Index of the Project Gutenberg Works of Robert Browning,Robert Browning,https://www.gutenberg.org/ebooks/59123
project_gutenberg,The Dark Lady of the Sonnets,Bernard Shaw,https://www.gutenberg.org/ebooks/1050
project_gutenberg,Eve: A Novel,S. Baring-Gould,https://www.gutenberg.org/ebooks/53411
project_gutenberg,Just—William,Richmal Crompton,https://www.gutenberg.org/ebooks/34414
project_gutenberg,The Works of William Shakespeare [Cambridge Edition] [Vol. 7 of 9],William Shakespeare,https://www.gutenberg.org/ebooks/47715
project_gutenberg,"Homes and Haunts of the Most Eminent British Poets, Vol. 2 (of 2)",William Howitt,https://www.gutenberg.org/ebooks/45887
project_gutenberg,"Lyrical Ballads, with Other Poems, 1800, Volume 1",William Wordsworth,https://www.gutenberg.org/ebooks/8905
project_gutenberg,The Comedies of William Congreve: Volume 1 [of 2],William Congreve,https://www.gutenberg.org/ebooks/24215
project_gutenberg,An Autobiography of Anthony Trollope,Anthony Trollope,https://www.gutenberg.org/ebooks/5978
project_gutenberg,"The works of John Dryden, now first collected in eighteen volumes. Volume 12",John Dryden,https://www.gutenberg.org/ebooks/54361
project_gutenberg,Frank Fairlegh: Scenes from the Life of a Private Pupil,Frank E. Smedley,https://www.gutenberg.org/ebooks/20075
project_gutenberg,"Traditions and Hearthside Stories of West Cornwall, Second Series",William Bottrell,https://www.gutenberg.org/ebooks/41761
project_gutenberg,The Letters of Robert Burns,Robert Burns,https://www.gutenberg.org/ebooks/9863
project_gutenberg,Shakespeare's play of the Merchant of Venice,William Shakespeare,https://www.gutenberg.org/ebooks/12578
project_gutenberg,The White Dove,William John Locke,https://www.gutenberg.org/ebooks/56013
project_gutenberg,"Life of Lord Byron, Vol. 6",Thomas Moore,https://www.gutenberg.org/ebooks/14841
project_gutenberg,The Mythology of the British Islands,Charles Squire,https://www.gutenberg.org/ebooks/54616
project_gutenberg,The City of Dreadful Night,James Thomson,https://www.gutenberg.org/ebooks/1238
project_gutenberg,The Three Brontës,May Sinclair,https://www.gutenberg.org/ebooks/11698
project_gutenberg,The Defence of Guenevere and Other Poems,William Morris,https://www.gutenberg.org/ebooks/22650
project_gutenberg,"Punch, or the London Charivari, Vol. 147, August 5th, 1914",Various,https://www.gutenberg.org/ebooks/26012
project_gutenberg,Six Centuries of English Poetry: Tennyson to Chaucer,James Baldwin,https://www.gutenberg.org/ebooks/30235
project_gutenberg,"My Lords of Strogue, Vol. 1 (of 3)",Lewis Wingfield,https://www.gutenberg.org/ebooks/38861
project_gutenberg,The Letters of Elizabeth Barrett Browning (Volume 2 of 2),Elizabeth Barrett Browning,https://www.gutenberg.org/ebooks/16646
project_gutenberg,"The works of John Dryden, now first collected in eighteen volumes. Volume 04",John Dryden,https://www.gutenberg.org/ebooks/15349
project_gutenberg,Edward the Second,Christopher Marlowe,https://www.gutenberg.org/ebooks/20288
project_gutenberg,The Christian Year,John Keble,https://www.gutenberg.org/ebooks/4272
project_gutenberg,Life and Letters of Robert Browning,Robert Browning and Mrs. Sutherland Orr,https://www.gutenberg.org/ebooks/655
project_gutenberg,"Preston Fight; or, The Insurrection of 1715",William Harrison Ainsworth,https://www.gutenberg.org/ebooks/49851
project_gutenberg,Francis Beaumont: Dramatist,Charles Mills Gayley,https://www.gutenberg.org/ebooks/34214
project_gutenberg,The Rivals: A Comedy,Richard Brinsley Sheridan,https://www.gutenberg.org/ebooks/24761
project_gutenberg,"The Collected Works in Verse and Prose of William Butler Yeats, Vol. 1 (of 8)",W. B. Yeats,https://www.gutenberg.org/ebooks/49608
project_gutenberg,The Jolliest School of All,Angela Brazil,https://www.gutenberg.org/ebooks/20163
project_gutenberg,The Purple Cloud,M. P. Shiel,https://www.gutenberg.org/ebooks/11229
project_gutenberg,Life of Charles Dickens,Sir Frank T. Marzials,https://www.gutenberg.org/ebooks/16787
project_gutenberg,The Prussian Officer,D. H. Lawrence,https://www.gutenberg.org/ebooks/22480
project_gutenberg,Essays,David Hume,https://www.gutenberg.org/ebooks/36120
project_gutenberg,The Love Affairs of Lord Byron,Francis Henry Gribble,https://www.gutenberg.org/ebooks/41701
project_gutenberg,After Dark,Wilkie Collins,https://www.gutenberg.org/ebooks/1626
project_gutenberg,Poems of William Blake,William Blake,https://www.gutenberg.org/ebooks/574
project_gutenberg,Chronicles of Avonlea,L. M. Montgomery,https://www.gutenberg.org/ebooks/1354
project_gutenberg,Punch - Volume 25 (Jul-Dec 1853),Various,https://www.gutenberg.org/ebooks/32352
project_gutenberg,Oliver Twist (German),Charles Dickens,https://www.gutenberg.org/ebooks/56586
project_gutenberg,The Paris Sketch Book of Mr. M. A. Titmarsh,William Makepeace Thackeray,https://www.gutenberg.org/ebooks/2768
project_gutenberg,Clouds of witness,Dorothy L. Sayers,https://www.gutenberg.org/ebooks/70432
project_gutenberg,All's Well That Ends Well,William Shakespeare,https://www.gutenberg.org/ebooks/1529
project_gutenberg,The Poetical Works of Thomas Campbell,Thomas Campbell,https://www.gutenberg.org/ebooks/59788
project_gutenberg,"The Complete Works of Richard Crashaw, Volume I",Richard Crashaw,https://www.gutenberg.org/ebooks/38549
project_gutenberg,Prefaces to Fiction,,https://www.gutenberg.org/ebooks/14525
project_gutenberg,Shakespeare and the Emblem Writers,Henry Green,https://www.gutenberg.org/ebooks/50006
project_gutenberg,Original sonnets on various subjects; and odes paraphrased from Horace,Anna Seward,https://www.gutenberg.org/ebooks/27663
project_gutenberg,Sketches by Seymour — Complete,Robert Seymour,https://www.gutenberg.org/ebooks/5650
project_gutenberg,The Magic Fishbone,Charles Dickens,https://www.gutenberg.org/ebooks/23344
project_gutenberg,The Crofton Boys,Harriet Martineau,https://www.gutenberg.org/ebooks/23265
project_gutenberg,Bulchevy's Book of English Verse,,https://www.gutenberg.org/ebooks/1304
project_gutenberg,The Priest and the Acolyte,John Francis Bloxam,https://www.gutenberg.org/ebooks/60229
project_gutenberg,"Twice round the clock; or, The hours of the day and night in London",George Augustus Sala,https://www.gutenberg.org/ebooks/69402
project_gutenberg,The House by the Church-Yard,Joseph Sheridan Le Fanu,https://www.gutenberg.org/ebooks/17769
project_gutenberg,"Thoughts on the Present Discontents, and Speeches",Edmund Burke,https://www.gutenberg.org/ebooks/2173
project_gutenberg,The House with the Green Shutters,George Douglas Brown,https://www.gutenberg.org/ebooks/25876
project_gutenberg,Springhaven: A Tale of the Great War,R. D. Blackmore,https://www.gutenberg.org/ebooks/7435
project_gutenberg,Shakspeare and His Times [Vol. 2 of 2],Nathan Drake,https://www.gutenberg.org/ebooks/53626
project_gutenberg,Matthew Arnold,George William Erskine Russell,https://www.gutenberg.org/ebooks/16745
project_gutenberg,The Victorian Age in Literature,G. K. Chesterton,https://www.gutenberg.org/ebooks/18639
project_gutenberg,The Law and the Lady,Wilkie Collins,https://www.gutenberg.org/ebooks/1622
project_gutenberg,"Beaumont and Fletcher's Works, Vol. 05 of 10",Francis Beaumont and John Fletcher,https://www.gutenberg.org/ebooks/45780
project_gutenberg,Far to Seek,Maud Diver,https://www.gutenberg.org/ebooks/15704
project_gutenberg,The Shadow Line: A Confession,Joseph Conrad,https://www.gutenberg.org/ebooks/451
project_gutenberg,The Paris Sketch Book of Mr. M. A. Titmarsh; and the Irish Sketch Book,William Makepeace Thackeray,https://www.gutenberg.org/ebooks/42890
project_gutenberg,The Modern Traveller,Hilaire Belloc,https://www.gutenberg.org/ebooks/61521
project_gutenberg,Phelim Otoole's Courtship and Other Stories,William Carleton,https://www.gutenberg.org/ebooks/16019
project_gutenberg,Every Man out of His Humour,Ben Jonson,https://www.gutenberg.org/ebooks/3695
project_gutenberg,The True History of Tom & Jerry,"Pierce Egan, Charles Hindley, and W. T. Moncrieff",https://www.gutenberg.org/ebooks/43504
project_gutenberg,"Illustrations of political economy, Volume 3 (of 9)",Harriet Martineau,https://www.gutenberg.org/ebooks/71169
project_gutenberg,Culture and Anarchy,Matthew Arnold,https://www.gutenberg.org/ebooks/4212
project_gutenberg,Index of the Project Gutenberg Works of Alexander Pope,Alexander Pope,https://www.gutenberg.org/ebooks/58845
project_gutenberg,Early English Alliterative Poems,,https://www.gutenberg.org/ebooks/30282
project_gutenberg,Dreams,Olive Schreiner,https://www.gutenberg.org/ebooks/1439
project_gutenberg,Mugby Junction,Charles Dickens,https://www.gutenberg.org/ebooks/27924
project_gutenberg,Some Account of the Life of Mr. William Shakespear (1709),Nicholas Rowe,https://www.gutenberg.org/ebooks/16275
project_gutenberg,The Trumpet-Major,Thomas Hardy,https://www.gutenberg.org/ebooks/2864
project_gutenberg,St. Ronan's Well,Walter Scott,https://www.gutenberg.org/ebooks/20749
project_gutenberg,Works of John Bunyan — Volume 01,John Bunyan,https://www.gutenberg.org/ebooks/6046
project_gutenberg,Narrative and Miscellaneous Papers,Thomas De Quincey,https://www.gutenberg.org/ebooks/6148
project_gutenberg,"The Plattner Story, and Others",H. G. Wells,https://www.gutenberg.org/ebooks/42989
project_gutenberg,A Laodicean : A Story of To-day,Thomas Hardy,https://www.gutenberg.org/ebooks/3258
project_gutenberg,The Works of William Shakespeare [Cambridge Edition] [Vol. 2 of 9],William Shakespeare,https://www.gutenberg.org/ebooks/45128
project_gutenberg,Five Tales,John Galsworthy,https://www.gutenberg.org/ebooks/2684
project_gutenberg,"Old Mortality, Complete",Walter Scott,https://www.gutenberg.org/ebooks/6941
project_gutenberg,The Hand of Ethelberta: A Comedy in Chapters,Thomas Hardy,https://www.gutenberg.org/ebooks/3469
project_gutenberg,Mysticism in English Literature,Caroline F. E. Spurgeon,https://www.gutenberg.org/ebooks/11935
project_gutenberg,"Black Beauty, Young Folks' Edition",Anna Sewell,https://www.gutenberg.org/ebooks/11860
project_gutenberg,The Warden,Anthony Trollope,https://www.gutenberg.org/ebooks/619
project_gutenberg,The Works of Charles and Mary Lamb — Volume 5,Charles Lamb and Mary Lamb,https://www.gutenberg.org/ebooks/9365
project_gutenberg,"Letters of Edward FitzGerald, in Two Volumes. Vol. 1",Edward FitzGerald,https://www.gutenberg.org/ebooks/20452
project_gutenberg,An Introduction to Shakespeare,"H. N. MacCracken, F. E. Pierce, and W. H. Durham",https://www.gutenberg.org/ebooks/30982
project_gutenberg,The Tragic Muse,Henry James,https://www.gutenberg.org/ebooks/20085
project_gutenberg,"The Parent's Assistant; Or, Stories for Children",Maria Edgeworth,https://www.gutenberg.org/ebooks/3655
project_gutenberg,"Life of Johnson, Volume 2",James Boswell,https://www.gutenberg.org/ebooks/9072
project_gutenberg,The Amateur Cracksman,E. W. Hornung,https://www.gutenberg.org/ebooks/706
project_gutenberg,Poetical Works of Matthew Arnold,Matthew Arnold,https://www.gutenberg.org/ebooks/27739
project_gutenberg,Marius the Epicurean — Volume 1,Walter Pater,https://www.gutenberg.org/ebooks/4057
project_gutenberg,Round the Red Lamp: Being Facts and Fancies of Medical Life,Arthur Conan Doyle,https://www.gutenberg.org/ebooks/423
project_gutenberg,A Very Naughty Girl,L. T. Meade,https://www.gutenberg.org/ebooks/36853
project_gutenberg,Desperate Remedies,Thomas Hardy,https://www.gutenberg.org/ebooks/3044
project_gutenberg,Character Writings of the Seventeenth Century,,https://www.gutenberg.org/ebooks/10699
project_gutenberg,Hamlet: Drama en cinco actos (Spanish),William Shakespeare,https://www.gutenberg.org/ebooks/56454
project_gutenberg,A Fleet in Being: Notes of Two Trips With The Channel Squadron,Rudyard Kipling,https://www.gutenberg.org/ebooks/45871
project_gutenberg,Essays of Travel,Robert Louis Stevenson,https://www.gutenberg.org/ebooks/627
project_gutenberg,Roister Doister,Nicholas Udall,https://www.gutenberg.org/ebooks/21350
project_gutenberg,Nights in London,Thomas Burke,https://www.gutenberg.org/ebooks/23605
project_gutenberg,Choyce Drollery: Songs and Sonnets,,https://www.gutenberg.org/ebooks/60454
project_gutenberg,"The World Crisis, Volume 1 (of 6)",Winston Churchill,https://www.gutenberg.org/ebooks/59794
project_gutenberg,"Satires of Circumstance, Lyrics and Reveries, with Miscellaneous Pieces",Thomas Hardy,https://www.gutenberg.org/ebooks/2863
project_gutenberg,Misalliance,Bernard Shaw,https://www.gutenberg.org/ebooks/943
project_gutenberg,The Light That Failed,Rudyard Kipling,https://www.gutenberg.org/ebooks/2876
project_gutenberg,Diana of the Crossways — Complete,George Meredith,https://www.gutenberg.org/ebooks/4470
project_gutenberg,The Caxtons: A Family Picture — Complete,Baron Edward Bulwer Lytton Lytton,https://www.gutenberg.org/ebooks/7605
project_gutenberg,A Patriotic Schoolgirl,Angela Brazil,https://www.gutenberg.org/ebooks/25145
project_gutenberg,"A Warning to the Curious, and Other Ghost Stories",M. R. James,https://www.gutenberg.org/ebooks/66881
project_gutenberg,George Cruikshank's Omnibus,George Cruikshank,https://www.gutenberg.org/ebooks/47400
project_gutenberg,Fifty-One Tales,Lord Dunsany,https://www.gutenberg.org/ebooks/7838
project_gutenberg,The Works of John Marston. Volume 2,John Marston,https://www.gutenberg.org/ebooks/46311
project_gutenberg,Essays and Tales,Joseph Addison,https://www.gutenberg.org/ebooks/2791
project_gutenberg,Henry Fielding: a Memoir,G. M. Godden,https://www.gutenberg.org/ebooks/8136
project_gutenberg,The Story of Miss Moppet,Beatrix Potter,https://www.gutenberg.org/ebooks/14848
project_gutenberg,"Blackwood's Edinburgh Magazine, Volume 69, No. 427, May, 1851",Various,https://www.gutenberg.org/ebooks/46943
project_gutenberg,These Twain,Arnold Bennett,https://www.gutenberg.org/ebooks/40483
project_gutenberg,Our Village,Mary Russell Mitford,https://www.gutenberg.org/ebooks/2496
project_gutenberg,Bindle: Some Chapters in the Life of Joseph Bindle,Herbert George Jenkins,https://www.gutenberg.org/ebooks/33261
project_gutenberg,The Works of Charles and Mary Lamb — Volume 4,Charles Lamb and Mary Lamb,https://www.gutenberg.org/ebooks/11576
project_gutenberg,"Parkhurst Boys, and Other Stories of School Life",Talbot Baines Reed,https://www.gutenberg.org/ebooks/21137
project_gutenberg,The Last Chronicle of Barset,Anthony Trollope,https://www.gutenberg.org/ebooks/3045
project_gutenberg,Dope,Sax Rohmer,https://www.gutenberg.org/ebooks/1182
project_gutenberg,Tom Brown at Oxford,Thomas Hughes,https://www.gutenberg.org/ebooks/26851
project_gutenberg,Alroy: The Prince of the Captivity,Earl of Beaconsfield Benjamin Disraeli,https://www.gutenberg.org/ebooks/20002
project_gutenberg,"Punch, or the London Charivari, Vol. 158, 1920-02-04",Various,https://www.gutenberg.org/ebooks/16152
project_gutenberg,"The Girl of the Period, and Other Social Essays, Vol. 1 (of 2)",E. Lynn Linton,https://www.gutenberg.org/ebooks/41735
project_gutenberg,The Great Big Treasury of Beatrix Potter,Beatrix Potter,https://www.gutenberg.org/ebooks/572
project_gutenberg,Private Letters of Edward Gibbon (1753-1794) Volume 2 (of 2),Edward Gibbon,https://www.gutenberg.org/ebooks/42632
project_gutenberg,Mary Olivier: a Life,May Sinclair,https://www.gutenberg.org/ebooks/9366
project_gutenberg,The Hill of Dreams,Arthur Machen,https://www.gutenberg.org/ebooks/13969
project_gutenberg,Sir Joshua Reynolds' Discourses,Sir Joshua Reynolds,https://www.gutenberg.org/ebooks/47610
project_gutenberg,Satire in the Victorian novel,Frances Theresa Russell,https://www.gutenberg.org/ebooks/67581
project_gutenberg,"Life of Johnson, Volume 4",James Boswell,https://www.gutenberg.org/ebooks/10357
project_gutenberg,Princess Mary's Gift Book,,https://www.gutenberg.org/ebooks/39592
project_gutenberg,"Hogarth's Works, with life and anecdotal descriptions of his pictures. Volume 1 (of 3)",John Nichols and John Ireland,https://www.gutenberg.org/ebooks/51821
project_gutenberg,New Poems,D. H. Lawrence,https://www.gutenberg.org/ebooks/22726
project_gutenberg,"Sinister Street, vol. 1",Compton MacKenzie,https://www.gutenberg.org/ebooks/33797
project_gutenberg,Robert Greene: [Six Plays],Robert Greene,https://www.gutenberg.org/ebooks/55769
project_gutenberg,Hard Cash,Charles Reade,https://www.gutenberg.org/ebooks/3067
project_gutenberg,The girl from Scotland Yard,Edgar Wallace,https://www.gutenberg.org/ebooks/76677
project_gutenberg,The Celtic Twilight,W. B. Yeats,https://www.gutenberg.org/ebooks/10459
project_gutenberg,Leaves from a Field Note-Book,J. H. Morgan,https://www.gutenberg.org/ebooks/17978
project_gutenberg,Manalive,G. K. Chesterton,https://www.gutenberg.org/ebooks/1718
project_gutenberg,The History of the Catnach Press,Charles Hindley,https://www.gutenberg.org/ebooks/43691
project_gutenberg,Life of Robert Browning,William Sharp,https://www.gutenberg.org/ebooks/14476
project_gutenberg,Georgian Poetry 1911-1912,,https://www.gutenberg.org/ebooks/9484
project_gutenberg,Kenilworth,Walter Scott,https://www.gutenberg.org/ebooks/1606
project_gutenberg,Robert Browning,Edward Dowden,https://www.gutenberg.org/ebooks/12817
project_gutenberg,"Punch or the London Charivari, Vol. 147, October 7, 1914",Various,https://www.gutenberg.org/ebooks/28092
project_gutenberg,The Battle of Life: A Love Story,Charles Dickens,https://www.gutenberg.org/ebooks/40723
project_gutenberg,"Lippincott's Magazine, November 1885",Various,https://www.gutenberg.org/ebooks/26185
project_gutenberg,"John Silence, Physician Extraordinary",Algernon Blackwood,https://www.gutenberg.org/ebooks/49222
project_gutenberg,How I Filmed the War,Geoffrey H. Malins,https://www.gutenberg.org/ebooks/30285
project_gutenberg,Jacob's Room,Virginia Woolf,https://www.gutenberg.org/ebooks/5670
project_gutenberg,The Yellow Claw,Sax Rohmer,https://www.gutenberg.org/ebooks/2028
project_gutenberg,The Odd Women,George Gissing,https://www.gutenberg.org/ebooks/4313
project_gutenberg,"Critical, Historical, and Miscellaneous Essays; Vol. 2",Baron Thomas Babington Macaulay Macaulay,https://www.gutenberg.org/ebooks/55902
project_gutenberg,"Famous Reviews, Selected and Edited with Introductory Notes by R. Brimley Johnson",,https://www.gutenberg.org/ebooks/11251
project_gutenberg,Ivanhoe (Dutch),Walter Scott,https://www.gutenberg.org/ebooks/26564
project_gutenberg,"The Knight Of Gwynne, Vol. 2 (of 2)",Charles James Lever,https://www.gutenberg.org/ebooks/35756
project_gutenberg,"The Letters of Horace Walpole, Earl of Orford — Volume 1",Horace Walpole,https://www.gutenberg.org/ebooks/4609
project_gutenberg,"A history of criticism and literary taste in Europe from the earliest texts to the present day. Volume 2 (of 3), From the Renaissance to the decline of eighteenth century orthodoxy",George Saintsbury,https://www.gutenberg.org/ebooks/73128
project_gutenberg,Something New,P. G. Wodehouse,https://www.gutenberg.org/ebooks/2042
project_gutenberg,The History of Mr. Polly,H. G. Wells,https://www.gutenberg.org/ebooks/7308
project_gutenberg,"Life of Johnson, Volume 1",James Boswell,https://www.gutenberg.org/ebooks/8918
project_gutenberg,"Traditions of Lancashire, Volume 1",John Roby,https://www.gutenberg.org/ebooks/15271
project_gutenberg,"The Brownings, Their Life and Art",Lilian Whiting,https://www.gutenberg.org/ebooks/30671
project_gutenberg,Life's Little Ironies,Thomas Hardy,https://www.gutenberg.org/ebooks/3047
project_gutenberg,Vivian Grey,Earl of Beaconsfield Benjamin Disraeli,https://www.gutenberg.org/ebooks/9840
project_gutenberg,What Maisie Knew,Henry James,https://www.gutenberg.org/ebooks/7118
project_gutenberg,English Narrative Poems,,https://www.gutenberg.org/ebooks/42058
project_gutenberg,The Little Lame Prince,Dinah Maria Mulock Craik,https://www.gutenberg.org/ebooks/496
project_gutenberg,"The Works of Robert G. Ingersoll, Vol. 03 (of 12)",Robert Green Ingersoll,https://www.gutenberg.org/ebooks/38803
project_gutenberg,Ruth,Elizabeth Cleghorn Gaskell,https://www.gutenberg.org/ebooks/4275
project_gutenberg,"Elizabeth Montagu, the queen of the bluestockings, Volume 1 (of 2) :  Her correspondence from 1720 to 1761",Mrs. Montagu,https://www.gutenberg.org/ebooks/70591
project_gutenberg,"Life of Lord Byron, Vol. 2",Thomas Moore,https://www.gutenberg.org/ebooks/16570
project_gutenberg,"The Letters of Horace Walpole, Earl of Orford — Volume 4",Horace Walpole,https://www.gutenberg.org/ebooks/4919
project_gutenberg,A History of English Romanticism in the Nineteenth Century,Henry A. Beers,https://www.gutenberg.org/ebooks/15931
project_gutenberg,When It Was Dark: The Story of a Great Conspiracy,Guy Thorne,https://www.gutenberg.org/ebooks/39666
project_gutenberg,"Melmoth the Wanderer, Vol. 1",Charles Robert Maturin,https://www.gutenberg.org/ebooks/53685
project_gutenberg,The White Peacock,D. H. Lawrence,https://www.gutenberg.org/ebooks/38561
project_gutenberg,The History of the Life of the Late Mr. Jonathan Wild the Great,Henry Fielding,https://www.gutenberg.org/ebooks/5256
project_gutenberg,"The Entail; or, The Lairds of Grippy",John Galt,https://www.gutenberg.org/ebooks/44573
project_gutenberg,"Lives of the Poets, Volume 1",Samuel Johnson,https://www.gutenberg.org/ebooks/9823
project_gutenberg,Game and Playe of the Chesse,William Caxton and active 1288-1322 de Cessolis Jacobus,https://www.gutenberg.org/ebooks/10672
project_gutenberg,Letters of Edward FitzGerald to Fanny Kemble (1871-1883),Edward FitzGerald,https://www.gutenberg.org/ebooks/21434
project_gutenberg,Troilus and Cressida,William Shakespeare,https://www.gutenberg.org/ebooks/1528
project_gutenberg,The Complete Poems of Sir John Davies. Volume 1 of 2.,Sir John Davies,https://www.gutenberg.org/ebooks/44977
project_gutenberg,The Wrong Box,Robert Louis Stevenson and Lloyd Osbourne,https://www.gutenberg.org/ebooks/1585
project_gutenberg,To Love,Margaret Peterson,https://www.gutenberg.org/ebooks/26519
project_gutenberg,"The Necklace of Princess Fiorimonde, and Other Stories",Mary De Morgan,https://www.gutenberg.org/ebooks/38976
project_gutenberg,Paul Kelver,Jerome K. Jerome,https://www.gutenberg.org/ebooks/1334
project_gutenberg,"A Select Collection of Old English Plays, Volume 14",,https://www.gutenberg.org/ebooks/33398
project_gutenberg,Box and Cox: A Romance of Real Life in One Act.,John Maddison Morton,https://www.gutenberg.org/ebooks/42523
