id,title,author,publisher,published_date,description,categories,language,page_count,average_rating,ratings_count,thumbnail,source,detail_link,year,metadata_completeness
,Taking Chances,Clarence Louis Cullen,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/37477,,incomplete
,"In Wildest Africa, Vol. 2",C. G. Schillings,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/54923,,incomplete
,A Dreamer's Tales,Lord Dunsany,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/57277,,incomplete
,Captain Fracasse,Théophile Gautier,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/1235,,incomplete
,In Direst Peril,David Christie Murray,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/22205,,incomplete
,A Voice in the Wilderness,Grace Livingston Hill,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/21219,,incomplete
,Marion's Faith.,Charles King,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/20305,,incomplete
,"Mr. Midshipman Glover, R.N.: A Tale of the Royal Navy of To-day",T. T. Jeans,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/46441,,incomplete
,"The Vicomte de Bragelonne; Or, Ten Years Later",Alexandre Dumas and Auguste Maquet,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/18997,,incomplete
,"The Adventures of a Cat, and a Fine Cat Too!",Alfred Elwes,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/32518,,incomplete
,"Tom Burke Of ""Ours"", Volume II",Charles James Lever,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/31902,,incomplete
,"Astounding Stories of Super-Science, March 1930",Various,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/29607,,incomplete
,King of Ranleigh: A School Story,F. S. Brereton,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/42862,,incomplete
,"20,000 Leagues under the Sea",Jules Verne,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/6538,,incomplete
,The Golden Bough,George Gibbs,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/41844,,incomplete
,Sir Jasper Carew: His Life and Experience,Charles James Lever,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/33081,,incomplete
,The Slaves of the Padishah,Mór Jókai,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/39048,,incomplete
,Lords of the North,Agnes C. Laut,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/20418,,incomplete
,"Tom Swift and His Electric Rifle; Or, Daring Adventures in Elephant Land",Victor Appleton,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/3777,,incomplete
,The Magic of Oz,L. Frank Baum,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/419,,incomplete
,"Pan Michael: An Historical Novel of Poland, the Ukraine, and Turkey",Henryk Sienkiewicz,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/37361,,incomplete
,The Land of Midian (Revisited)  Volume 1,Sir Richard Francis Burton,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/7111,,incomplete
,The Gold Kloof,H. A. Bryden,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/43114,,incomplete
,"The Rover Boys at Colby Hall; or, The Struggles of the Young Cadets",Edward Stratemeyer,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/21894,,incomplete
,"The Arctic Prairies : a Canoe-Journey of 2,000 Miles in Search of the Caribou;",Ernest Thompson Seton,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/6818,,incomplete
,"Across India; Or, Live Boys in the Far East",Oliver Optic,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/15540,,incomplete
,"Tales, Traditions and Romance of Border and Revolutionary Times",Edward Sylvester Ellis,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/51864,,incomplete
,The Mesa Trail,H. Bedford-Jones,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/35078,,incomplete
,The Oakdale Affair,Edgar Rice Burroughs,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/363,,incomplete
,A Trace of Memory,Keith Laumer,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/51712,,incomplete
,The Willoughby Captains,Talbot Baines Reed,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/21044,,incomplete
,"20 hrs., 40 min. : our flight in the Friendship : the American girl, first across the Atlantic by air, tells her story",Amelia Earhart,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/73448,,incomplete
,Faro Nell and Her Friends: Wolfville Stories,Alfred Henry Lewis,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/29485,,incomplete
,The Last Chance: A Tale of the Golden West,Rolf Boldrewood,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/61385,,incomplete
,"The Strand Magazine, Vol. 27, January 1904, No. 157",Various,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/44113,,incomplete
,The Saracen: Land of the Infidel,Robert Shea,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/28515,,incomplete
,"Rodney, the Ranger, with Daniel Morgan on Trail and Battlefield",John V. Lane,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/29589,,incomplete
,The Adventure of Two Dutch Dolls and a 'Golliwogg',Bertha Upton,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/16770,,incomplete
,"The Works of ""Fiona Macleod"", Volume IV",,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/37293,,incomplete
,Tom Sawyers Abenteuer und Streiche (German),Mark Twain,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/64417,,incomplete
,A Narrative of the Captivity and Adventures of John Tanner (U.S. Interpreter at the Saut de Ste. Marie),John Tanner,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/61291,,incomplete
,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 13",Robert Louis Stevenson and Lloyd Osbourne,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/30954,,incomplete
,The missing chums,Franklin W. Dixon,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/72840,,incomplete
,The Wouldbegoods,E. Nesbit,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/32466,,incomplete
,The Adventures of Dick Maitland: A Tale of Unknown Africa,Harry Collingwood,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/21059,,incomplete
,For the Temple: A Tale of the Fall of Jerusalem,G. A. Henty,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/21614,,incomplete
,The Cruise of the Dream Ship,Ralph Stock,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/54533,,incomplete
,"Smith and the Pharaohs, and other Tales",H. Rider Haggard,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/6073,,incomplete
,"The Australian Explorers: Their Labours, Perils, and Achievements",George Grimm,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/41270,,incomplete
,Jack Pumpkinhead of Oz,Ruth Plumly Thompson,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/75720,,incomplete
,The Three Mulla-mulgars,Walter De la Mare,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/32620,,incomplete
,The Romance of Modern Sieges,Edward Gilliat,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/50231,,incomplete
,"St. Nicholas Magazine for Boys and Girls, Vol. 5, January 1878, No. 3",Various,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/19399,,incomplete
,The Devil in Iron,Robert E. Howard,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/42209,,incomplete
,The Border Rifles: A Tale of the Texan War,Gustave Aimard,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/40219,,incomplete
,From Kingdom to Colony,Mary Devereux,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/34232,,incomplete
,"""Where Angels Fear to Tread"" and Other Stories of the Sea",Morgan Robertson,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/23539,,incomplete
,Adventures in Criticism,Arthur Quiller-Couch,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/17452,,incomplete
,Essays on the Greek Romances,Elizabeth Hazelton Haight,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/47022,,incomplete
,The Adventures of Old Mr. Toad,Thornton W. Burgess,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/12630,,incomplete
,Mary Louise in the Country,L. Frank Baum,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/22225,,incomplete
,The Adventures of Old Man Coyote,Thornton W. Burgess,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/46952,,incomplete
,Books and bidders : The adventures of a bibliophile,A. S. W. Rosenbach,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/73272,,incomplete
,"Historic Tales: The Romance of Reality. Vol. 09 (of 15), Scandinavian",Charles Morris,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/20549,,incomplete
,The Island of Fantasy: A Romance,Fergus Hume,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/56177,,incomplete
,"The Life and Adventures of Rear-Admiral John Paul Jones, Commonly Called Paul Jones",John S. C. Abbott,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/55867,,incomplete
,The House of Arden: A Story for Children,E. Nesbit,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/57799,,incomplete
,"Charles Peace, or The Adventures of a Notorious Burglar",Anonymous,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/65464,,incomplete
,The marines have landed,Giles Bishop,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/41037,,incomplete
,"The Life and Adventures of Kit Carson, the Nestor of the Rocky Mountains, from Facts Narrated by Himself",De Witt C. Peters,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/16274,,incomplete
,The Wolf-Leader,Alexandre Dumas,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/51054,,incomplete
,A Maid and a Million Men,James G. Dunton,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/45351,,incomplete
,El libro de las mil noches y una noche; t. 3 (Spanish),Anonymous,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/48903,,incomplete
,The Eye of Istar: A Romance of the Land of No Return,William Le Queux,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/41003,,incomplete
,Die Sternbuben in der Großstadt: Eine heitere Geschichte (German),Josephine Siebe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/51582,,incomplete
,"Elissa; Or, The Doom of Zimbabwe",H. Rider Haggard,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/2855,,incomplete
,The Three Golden Apples,Nathaniel Hawthorne,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/9257,,incomplete
,Shoe-Bar Stratton,Joseph Bushnell Ames,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/27355,,incomplete
,The Maid of Sker,R. D. Blackmore,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/46156,,incomplete
,Climbing on the Himalaya and Other Mountain Ranges,Norman Collie,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/45747,,incomplete
,Lord Tony's Wife: An Adventure of the Scarlet Pimpernel,Baroness Emmuska Orczy Orczy,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/35117,,incomplete
,Little Jack Rabbit and the Squirrel Brothers,David Cory,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/21497,,incomplete
,Lost Farm Camp,Henry Herbert Knibbs,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/35034,,incomplete
,The adventures of Dr. Thorndyke (The singing bone),R. Austin Freeman,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/59478,,incomplete
,"Maiwa's Revenge; Or, The War of the Little Hand",H. Rider Haggard,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/2713,,incomplete
,A Mating in the Wilds,Ottwell Binns,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/21055,,incomplete
,The Moon Maid,Edgar Rice Burroughs,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/69338,,incomplete
,"Peter Simple; and, The Three Cutters, Vol. 1-2",Frederick Marryat,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/13148,,incomplete
,The White Horses,Halliwell Sutcliffe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/43551,,incomplete
,The Old Maids' Club,Israel Zangwill,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/45623,,incomplete
,Kidnapped (Illustrated),Robert Louis Stevenson,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/56562,,incomplete
,Il codice di Perelà (Italian),Aldo Palazzeschi,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/48850,,incomplete
,The Trail of the Goldseekers: A Record of Travel in Prose and Verse,Hamlin Garland,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/28551,,incomplete
,The secret of the caves,Franklin W. Dixon,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/75310,,incomplete
,The Moghul,Thomas Hoover,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/34322,,incomplete
,The Adventures of Dick Trevanion: A Story of Eighteen Hundred and Four,Herbert Strang,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/39800,,incomplete
,The Palace of Darkened Windows,Mary Hastings Bradley,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/16054,,incomplete
,"The Automobile Girls in the Berkshires; Or, The Ghost of Lost Man's Trail",Laura Dent Crane,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/25811,,incomplete
,"Le vicomte de Bragelonne, Tome I. (French)",Alexandre Dumas and Auguste Maquet,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/13947,,incomplete
,Tales of Fishes,Zane Grey,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/29346,,incomplete
,The lost oases,Ahmad Muhammad Hasanayn,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/70135,,incomplete
,Won By the Sword : a tale of the Thirty Years' War,G. A. Henty,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/4931,,incomplete
,Tom Willoughby's Scouts: A Story of the War in German East Africa,Herbert Strang,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/39912,,incomplete
,Deerfoot in The Mountains,Edward Sylvester Ellis,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/25334,,incomplete
,A Woman who went to Alaska,May Kellogg Sullivan,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/22409,,incomplete
,The Disowned  Complete,Baron Edward Bulwer Lytton Lytton,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/7639,,incomplete
,Captains of adventure,Roger Pocock,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/72176,,incomplete
,The Castaways of Pete's Patch,Carroll Watson Rankin,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/46386,,incomplete
,Jane Austen's sailor brothers,J. H. Hubback and Edith C. Hubback,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/69815,,incomplete
,Adventures of a Young Naturalist,Lucien Biart,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/26009,,incomplete
,Crooked Trails and Straight,William MacLeod Raine,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/26911,,incomplete
,"Anne of Geierstein; Or, The Maiden of the Mist. Volume 1 (of 2)",Walter Scott,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/43678,,incomplete
,"Knightly Legends of Wales; or, The Boy's Mabinogion",Sidney Lanier,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/67425,,incomplete
,The Five Arrows,Allan Chase,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/35904,,incomplete
,Rimrock Trail,J. Allan Dunn,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/28638,,incomplete
,The Sailor,J. C. Snaith,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/38186,,incomplete
,"The Junior Classics, Volume 6: Old-Fashioned Tales",,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/6577,,incomplete
,Hurricane Island,H. B. Marriott Watson,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/28387,,incomplete
,The Hawk of Egypt,Joan Conquest,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/15721,,incomplete
,The Round-Up: A Romance of Arizona; Novelized from Edmund Day's Melodrama,"Marion Mills Miller, Edmund Day, and John Murray",,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/763,,incomplete
,"John Rutherford, the White Chief: A Story of Adventure in New Zealand",George L. Craik,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/13760,,incomplete
,The Golden Hope: A Story of the Time of King Alexander the Great,Robert H. Fuller,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/37576,,incomplete
,"Robinson Crusoe, Told to the Children by John Lang",Daniel Defoe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/67907,,incomplete
,"A Changed Man, and Other Tales",Thomas Hardy,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/3058,,incomplete
,Tent Life in Siberia,George Kennan,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/12328,,incomplete
,Tam o' the Scoots,Edgar Wallace,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/25038,,incomplete
,The Message,Louis Tracy,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/47113,,incomplete
,Under the Rose,Frederic Stewart Isham,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/23675,,incomplete
,The Lock and Key Library: The Most Interesting Stories of All Nations: Real Life,,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/2031,,incomplete
,Original Short Stories  Volume 10,Guy de Maupassant,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/3086,,incomplete
,Girlhood and Womanhood,Sarah Tytler,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/19140,,incomplete
,"Adventures of Huckleberry Finn, Chapters 21 to 25",Mark Twain,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/7104,,incomplete
,The Railway Conquest of the World,Frederick Arthur Ambrose Talbot,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/66868,,incomplete
,The Ship of Coral,H. De Vere Stacpoole,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/54437,,incomplete
,The Heritage of the Desert: A Novel,Zane Grey,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/1262,,incomplete
,Double Challenge,Jim Kjelgaard,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/41671,,incomplete
,"Adventures of the Ojibbeway and Ioway Indians in England, France, and Belgium; Vol. 1 (of 2)",George Catlin,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/44776,,incomplete
,Strange Stories of Colonial Days,Various,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/34536,,incomplete
,Trading Jeff and His Dog,Jim Kjelgaard,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/41690,,incomplete
,"Momotaro; or, Little Peachling",Anonymous,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/33051,,incomplete
,The Cruise of the Dry Dock,T. S. Stribling,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/9547,,incomplete
,The Adventures of Buffalo Bill,Buffalo Bill,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/38840,,incomplete
,Child of Storm,H. Rider Haggard,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/1711,,incomplete
,Submarine U93,Charles Gilson,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/39387,,incomplete
,Rescue Dog of the High Pass,Jim Kjelgaard,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/34466,,incomplete
,The Adventure Girls at K Bar O,Clair Blank,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/44693,,incomplete
,Riddle of the Storm,Roy J. Snell,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/43362,,incomplete
,The Magnetic North,Elizabeth Robins,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/10038,,incomplete
,Blue Bonnet's Ranch Party,Caroline Elliott Hoogs Jacobs and Edyth Ellerbeck Read,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/21960,,incomplete
,Pierre and His People: Tales of the Far North. Complete,Gilbert Parker,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/6179,,incomplete
,Steve and the Steam Engine,Sara Ware Bassett,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/22245,,incomplete
,Gabriel Conroy,Bret Harte,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/36336,,incomplete
,"Dick Rodney; or, The Adventures of an Eton Boy",James Grant,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/65080,,incomplete
,Incredible Adventures,Algernon Blackwood,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/43816,,incomplete
,Stories by English Authors: Africa (Selected by Scribners),,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/1980,,incomplete
,Kate Bonnet: The Romance of a Pirate's Daughter,Frank R. Stockton,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/17053,,incomplete
,A Voyage to the Moon,George Tucker,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/10005,,incomplete
,The Man from Glengarry: A Tale of the Ottawa,Ralph Connor,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/3287,,incomplete
,The Shore Road mystery,Franklin W. Dixon,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/73102,,incomplete
,Told by the death's head : a romantic tale,Mór Jókai,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/34770,,incomplete
,The Exploits of Brigadier Gerard,Arthur Conan Doyle,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/11247,,incomplete
,The Sleuth of St. James's Square,Melville Davisson Post,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/2861,,incomplete
,The Man from Brodney's,George Barr McCutcheon,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/11572,,incomplete
,Into Mexico with General Scott,Edwin L. Sabin,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/68652,,incomplete
,Supplemental Nights to the Book of the Thousand and One Nights  Volume 4 (of 6),,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/62140,,incomplete
,Pam and the Countess,E. E. Cowper,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/53468,,incomplete
,The Bears of Blue River,Charles Major,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/54915,,incomplete
,Aladdin und die Wunderlampe (German),Ludwig Fulda,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/14221,,incomplete
,"Lippincott's Magazine of Popular Literature and Science, Volume 15, No. 88, April, 1875",Various,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/14324,,incomplete
,Wonder Stories: The Best Myths for Boys and Girls,Carolyn Sherwin Bailey,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/35704,,incomplete
,"Pattie's Personal Narrative, 1824-1830; Willard's Inland Trade with New Mexico, 1825, and Downfall of the Fredonian Republic; and Malte-Brun's Account of Mexico","Dr. Willard, James O. Pattie, and Conrad Malte-Brun",,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/46110,,incomplete
,Valperga Volume 1 (of 3),Mary Wollstonecraft Shelley,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/63337,,incomplete
,Adventures in Friendship,David Grayson,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/10592,,incomplete
,Tales of South Africa,H. A. Bryden,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/32914,,incomplete
,Rollo in Rome,Jacob Abbott,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/23430,,incomplete
,Voyage of the Paper Canoe,Nathaniel H. Bishop,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/32333,,incomplete
,"The Pirate, and The Three Cutters",Frederick Marryat,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/29291,,incomplete
,"The Legend of Ulenspiegel, Volume 2 (of 2)",Charles de Coster,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/40004,,incomplete
,"The Boats of the ""Glen Carrig""",William Hope Hodgson,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/10542,,incomplete
,For the Liberty of Texas,Edward Stratemeyer,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/22186,,incomplete
,The Laughing Cavalier: The Story of the Ancestor of the Scarlet Pimpernel,Baroness Emmuska Orczy Orczy,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/33208,,incomplete
,"Jack Wright and His Electric Stage; or, Leagued Against the James Boys",Luis Senarens,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/22670,,incomplete
,The Great Mogul,Louis Tracy,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/34134,,incomplete
,The Indian Scout: A Story of the Aztec City,Gustave Aimard,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/44196,,incomplete
,Graham's Magazine Vol XXXII. No. 3. March 1848,Various,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/29236,,incomplete
,"The Automobile Girls Along the Hudson; Or, Fighting Fire in Sleepy Hollow",Laura Dent Crane,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/37454,,incomplete
,Wine-Dark Seas and Tropic Skies: Reminiscences and a Romance of the South Seas,A. Safroni-Middleton,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/59530,,incomplete
,Stanley's Adventures in the Wilds of Africa,Joel Tyler Headley and Willis Fletcher Johnson,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/38389,,incomplete
,Lola Montez : An adventuress of the 'forties,Edmund B. D'Auvergne,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/38512,,incomplete
,The man-eaters and other odd people : A popular description of singular races of man.,Mayne Reid,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/70452,,incomplete
,Daredevil,Leslie Charteris,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/75998,,incomplete
,Tish : The chronicle of her escapades and excursions,Mary Roberts Rinehart,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/3464,,incomplete
