id,title,author,publisher,published_date,description,categories,language,page_count,average_rating,ratings_count,thumbnail,source,detail_link,year,metadata_completeness
,"Stories of the Gorilla Country, Narrated for Young People",Paul B. Du Chaillu,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/52444,,incomplete
,The Rustlers of Pecos County,Zane Grey,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/15580,,incomplete
,The Moon Endureth: Tales and Fancies,John Buchan,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/715,,incomplete
,"Adventures of a Soldier, Written by Himself",Edward Costello,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/50181,,incomplete
,"Danger signals : Remarkable, exciting and unique examples of the bravery, daring and stoicism in the midst of danger of train dispatchers and railroad engineers",John A. Hill and Jasper Ewing Brady,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/19007,,incomplete
,The Dogs of Boytown,Walter A. Dyer,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/41444,,incomplete
,Of Captain Mission,Daniel Defoe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/7779,,incomplete
,The Blazed Trail,Stewart Edward White,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/3413,,incomplete
,Famous Privateersmen and Adventurers of the Sea,Charles H. L. Johnston,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/26960,,incomplete
,Polly and Her Friends Abroad,Lillian Elizabeth Roy,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/37429,,incomplete
,The Border Watch: A Story of the Great Chief's Last Stand,Joseph A. Altsheler,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/25186,,incomplete
,The Adventure of Princess Sylvia,A. M. Williamson,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/42357,,incomplete
,The Forge in the Forest,Sir Charles G. D. Roberts,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/33470,,incomplete
,Maid Marian,Thomas Love Peacock,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/966,,incomplete
,The Wanderer's Necklace,H. Rider Haggard,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/3097,,incomplete
,L'Uomo di Fuoco (Italian),Emilio Salgari,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/70993,,incomplete
,The Lost Cabin Mine,Frederick Niven,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/43975,,incomplete
,Don Rodriguez; Chronicles of Shadow Valley,Lord Dunsany,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/4282,,incomplete
,"Frank Merriwell's Alarm; Or, Doing His Best",Burt L. Standish,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/38429,,incomplete
,"Arnold of Winkelried, the Hero of Sempach",Gustav Höcker,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/59751,,incomplete
,The Robber Baron of Bedford Castle,A. J. Foster and Edith E. Cuthell,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/44374,,incomplete
,The Trapper's Daughter: A Story of the Rocky Mountains,Gustave Aimard,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/42119,,incomplete
,Doors of the Night,Frank L. Packard,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/35818,,incomplete
,The Cornet of Horse: A Tale of Marlborough's Wars,G. A. Henty,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/17403,,incomplete
,"The Indian Princess; Or, La Belle Sauvage",James Nelson Barker,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/29230,,incomplete
,The Search for the Silver City: A Tale of Adventure in Yucatan,James Otis,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/21268,,incomplete
,"Lippincott's Magazine of Popular Literature and Science, Vol. 26, October, 1880",Various,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/29395,,incomplete
,Out with Garibaldi: A story of the liberation of Italy,G. A. Henty,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/45573,,incomplete
,The Lion of the North: A Tale of the Times of Gustavus Adolphus,G. A. Henty,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/5075,,incomplete
,Carried Off: A Story of Pirate Times,Esmè Stuart,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/23892,,incomplete
,The Gringos,B. M. Bower,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/12139,,incomplete
,The Hunted Woman,James Oliver Curwood,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/11328,,incomplete
,The City of the Sacred Well,T. A. Willard,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/62702,,incomplete
,"Six Years with the Texas Rangers, 1875 to 1881",James B. Gillett,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/65675,,incomplete
,"The Fortunes of Hector O'Halloran, and His Man, Mark Antony O'Toole",W. H. Maxwell,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/46864,,incomplete
,The Voyages and Adventures of Captain Hatteras,Jules Verne,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/29413,,incomplete
,Holiday Stories for Young People,,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/16648,,incomplete
,"""God Wills It!"" A Tale of the First Crusade.",William Stearns Davis,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/41549,,incomplete
,Wild Western Scenes,J. B. Jones,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/13077,,incomplete
,The Rival Submarines,Percy F. Westerman,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/40866,,incomplete
,With George Washington into the wilderness,Edwin L. Sabin,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/74602,,incomplete
,Ted Strong's Motor Car,Edward C. Taylor,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/13717,,incomplete
,Lord Montagu's Page: An Historical Romance,G. P. R. James,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/40295,,incomplete
,Wonderful escapes,Frédéric Bernard,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/52304,,incomplete
,The Border Legion,Zane Grey,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/4552,,incomplete
,"The Survivors of the Chancellor: Diary of J.R. Kazallon, Passenger",Jules Verne,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/1652,,incomplete
,The Wreck of the Golden Mary,Charles Dickens,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/1465,,incomplete
,"Kak, the Copper Eskimo",Vilhjalmur Stefansson and Violet Irwin,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/67630,,incomplete
,Moll Flanders,Daniel Defoe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/9685,,incomplete
,The Book of Romance,,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/26646,,incomplete
,The Magic Soap Bubble,David Cory,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/26944,,incomplete
,"Darry the Life Saver; Or, The Heroes of the Coast",Frank V. Webster,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/22277,,incomplete
,The Adventures of a Special Correspondent Among the Various Races and Countries of Central Asia,Jules Verne,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/11263,,incomplete
,The Mystery at Putnam Hall: The School Chums' Strange Discovery,Edward Stratemeyer,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/17636,,incomplete
,Dialstone Lane complete,W. W. Jacobs,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/11976,,incomplete
,The Scouts of the Valley,Joseph A. Altsheler,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/1078,,incomplete
,"Harper's Young People, June 8, 1880",Various,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/28984,,incomplete
,In Search of Mademoiselle,George Gibbs,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/48336,,incomplete
,The grizzly king : a romance of the wild,James Oliver Curwood,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/10977,,incomplete
,Katerfelto: A Story of Exmoor,G. J. Whyte-Melville,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/40883,,incomplete
,The Crimson Gardenia and Other Tales of Adventure,Rex Beach,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/32101,,incomplete
,From Powder Monkey to Admiral: A Story of Naval Adventure,William Henry Giles Kingston,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/21404,,incomplete
,The Red Tavern,C. R. Macauley,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/44182,,incomplete
,Stories of the Lifeboat,Frank Mundell,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/42394,,incomplete
,The Story of Grettir the Strong,,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/12747,,incomplete
,Graustark,George Barr McCutcheon,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/5142,,incomplete
,The Pillar of Light,Louis Tracy,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/40912,,incomplete
,"Cædwalla; or, The Saxons in the Isle of Wight: A Tale",Frank Cowper,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/53726,,incomplete
,Kabumpo in Oz,Ruth Plumly Thompson,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/53765,,incomplete
,The Land of Oz,L. Frank Baum,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/53844,,incomplete
,With Hoops of Steel,Florence Finch Kelly,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/28585,,incomplete
,The Russian story book : containing tales from the song-cycles of Kiev and Novgorod and other early sources,Richard Wilson,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/48605,,incomplete
,The romance of Isabel Lady Burton : The story of her life. Volume II,Lady Isabel Burton and W. H. Wilkins,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/6402,,incomplete
,In Search of El Dorado: A Wanderer's Experiences,Alexander MacDonald,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/41530,,incomplete
,The Brethren,H. Rider Haggard,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/2762,,incomplete
,On a Donkey's Hurricane Deck,R. Pitcher Woodward,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/42214,,incomplete
,John Burnet of Barns: A Romance,John Buchan,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/40014,,incomplete
,Sintram and His Companions,Freiherr de Friedrich Heinrich Karl La Motte-Fouqué,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/2824,,incomplete
,The Rainy Day Railroad War,Holman Day,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/22666,,incomplete
,The Long Dim Trail,Forrestine C. Hooker,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/39937,,incomplete
,The Swan and Her Crew,G. Christopher Davies,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/40214,,incomplete
,Captain Cuellar's Adventures in Connaught  Ulster A.D. 1588.,active 16th century Francisco de Cuellar and Hugh Allingham,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/52472,,incomplete
,The Captain of the Wight: A Romance of Carisbrooke Castle in 1488,Frank Cowper,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/53754,,incomplete
,The River Motor Boat Boys on the Yukon: The Lost Mine of Rainbow Bend,Harry Gordon,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/50831,,incomplete
,The Mutiny of the Elsinore,Jack London,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/2415,,incomplete
,The Tale of Jolly Robin,Arthur Scott Bailey,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/28293,,incomplete
,Der Courier des Czaar (Michael Strogoff) (German),Jules Verne,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/34064,,incomplete
,Bosambo of the River,Edgar Wallace,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/49657,,incomplete
,"Plum Pudding: Of Divers Ingredients, Discreetly Blended  Seasoned",Christopher Morley,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/15794,,incomplete
,First on the Moon,Jeff Sutton,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/43235,,incomplete
,"The Life and Adventures of Ben Hogan, the Wickedest Man in the World",Ben Hogan,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/44282,,incomplete
,Dutch Courage and Other Stories,Jack London,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/14449,,incomplete
,Six Months at the Cape,R. M. Ballantyne,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/21704,,incomplete
,The Gilded Man: A Romance of the Andes,Clifford Smyth,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/42699,,incomplete
,The Little Shepherd of Kingdom Come,Jr. John Fox,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/2059,,incomplete
,"The Works of Robert Louis Stevenson - Swanston Edition, Vol. 19",Robert Louis Stevenson and Lloyd Osbourne,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/31037,,incomplete
,"Hell on ice : The saga of the ""Jeannette""",Edward Ellsberg,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/72716,,incomplete
,The Adventures of Jerry Muskrat,Thornton W. Burgess,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/5110,,incomplete
,Frank Merriwell's Bravery,Burt L. Standish,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/22571,,incomplete
,The Men Who Wrought,Ridgwell Cullum,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/36836,,incomplete
,Tales from the Works of G. A. Henty,G. A. Henty,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/53700,,incomplete
,"The Life and Adventures of Baron Trenck, Volume 2",Freiherr von der Friedrich Trenck,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/2669,,incomplete
,The Confessions of a Poacher,F.L.S. John Watson,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/36970,,incomplete
,The Treasure Trail: A Romance of the Land of Gold and Sunshine,Marah Ellis Ryan,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/29694,,incomplete
,Exploits and adventures of a soldier ashore and afloat,William Llewellyn Adams,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/63571,,incomplete
,The Black Box: A Tale of Monmouth's Rebellion,W. Bourne Cooke,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/53641,,incomplete
,The Crimson Conquest: A Romance of Pizarro and Peru,Charles B. Hudson,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/52920,,incomplete
,In the Misty Seas: A Story of the Sealers of Behring Strait,Harold Bindloss,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/47992,,incomplete
,"The Strand Magazine, Vol. 05, Issue 25, January 1893",Various,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/29911,,incomplete
,"The Rover Boys on Snowshoe Island; or, The Old Lumberman's Treasure Box",Edward Stratemeyer,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/22996,,incomplete
,劍俠傳 (Chinese),Shizhen Wang,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/25214,,incomplete
,St. Ives: Being the Adventures of a French Prisoner in England,Robert Louis Stevenson,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/322,,incomplete
,"A Voyage Round the World, Volume I",James Holman,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/12528,,incomplete
,Space Tug,Murray Leinster,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/18719,,incomplete
,"Le vicomte de Bragelonne, Tome III. (French)",Alexandre Dumas and Auguste Maquet,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/13949,,incomplete
,The Path of the King,John Buchan,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/1966,,incomplete
,"Adventures in the Canyons of the Colorado, by Two of Its Earliest Explorers",William Wallace Bass,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/35268,,incomplete
,Devon Boys: A Tale of the North Shore,George Manville Fenn,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/21303,,incomplete
,Wells Brothers: The Young Cattle Kings,Andy Adams,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/12791,,incomplete
,The Ivory Child,H. Rider Haggard,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/2841,,incomplete
,The Disputed V.C.: A Tale of the Indian Mutiny,Frederick P. Gibbon,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/41594,,incomplete
,The Weird Adventures of Professor Delapine of the Sorbonne,G. Lindsay Johnson,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/56713,,incomplete
,The Pathless Trail,Arthur O. Friel,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/30324,,incomplete
,The Hero of Garside School,J. Harwood Panting,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/26392,,incomplete
,"Our Young Folks, Vol 1, No. 1",Various,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/29626,,incomplete
,"A Thief in the Night: Further adventures of A. J. Raffles, Cricketer and Cracksman",E. W. Hornung,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/33173,,incomplete
,"A Winter Amid the Ice, and Other Thrilling Stories",Jules Verne,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/28657,,incomplete
,Memoirs of the Extraordinary Military Career of John Shipp,John Shipp,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/31910,,incomplete
,Careers of Danger and Daring,Cleveland Moffett,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/33146,,incomplete
,"Michael, Brother of Jerry",Jack London,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/1730,,incomplete
,Aventures de Baron de Münchausen (French),Rudolf Erich Raspe and Gottfried August Bürger,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/50398,,incomplete
,Three Boys in the Wild North Land,Egerton Ryerson Young,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/21245,,incomplete
,My Austrian Love,Maxime Provost,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/46284,,incomplete
,In Brightest Africa,Carl Ethan Akeley,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/64675,,incomplete
,The Master of the World,Jules Verne,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/3809,,incomplete
,The Silent Battle,George Gibbs,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/54544,,incomplete
,Audrey,Mary Johnston,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/14513,,incomplete
,Hunting for hidden gold,Franklin W. Dixon,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/72958,,incomplete
,Scenes and Adventures in the Semi-Alpine Region of the Ozark Mountains of Missouri and Arkansas,Henry Rowe Schoolcraft,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/36675,,incomplete
,Old Indian Days,Charles A. Eastman,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/339,,incomplete
